year,origin,destin,id,dist,passen,fare,bmktshr,concen
2000,"CHARLOTTE, NC","HARTFORD, CT",279,643,223,269,0.9153,0.9153
1997,"CHARLOTTE, NC","HOUSTON, TX",280,914,222,252,0.7061,0.7061
1998,"CHARLOTTE, NC","HOUSTON, TX",280,914,246,259,0.576,0.576
1999,"CHARLOTTE, NC","HOUSTON, TX",280,914,254,281,0.5184,0.5184
2000,"CHARLOTTE, NC","HOUSTON, TX",280,914,264,315,0.4412,0.4412
1997,"CHARLOTTE, NC","INDIANAPOLIS, IN",281,428,151,204,0.9445,0.9445
1998,"CHARLOTTE, NC","INDIANAPOLIS, IN",281,428,163,203,0.8998001,0.8998001
1999,"CHARLOTTE, NC","INDIANAPOLIS, IN",281,428,154,216,0.8905,0.8905
2000,"CHARLOTTE, NC","INDIANAPOLIS, IN",281,428,164,213,0.8759,0.8759
1997,"CHARLOTTE, NC","JACKSONVILLE, FL",282,329,193,200,0.9036,0.9036
1998,"CHARLOTTE, NC","JACKSONVILLE, FL",282,329,174,219,0.9283,0.9283
1999,"CHARLOTTE, NC","JACKSONVILLE, FL",282,329,139,222,0.9051999,0.9051999
2000,"CHARLOTTE, NC","JACKSONVILLE, FL",282,329,134,260,0.913,0.913
1997,"CHARLOTTE, NC","KANSAS CITY, MO",283,810,153,224,0.7597,0.7597
1998,"CHARLOTTE, NC","KANSAS CITY, MO",283,810,148,243,0.8223,0.8223
1999,"CHARLOTTE, NC","KANSAS CITY, MO",283,810,137,253,0.7703,0.7703
2000,"CHARLOTTE, NC","KANSAS CITY, MO",283,810,144,253,0.7534,0.7534
1997,"CHARLOTTE, NC","LOS ANGELES, CA",284,2126,301,312,0.7027,0.7027
1998,"CHARLOTTE, NC","LOS ANGELES, CA",284,2126,332,302,0.6508,0.6508
1999,"CHARLOTTE, NC","LOS ANGELES, CA",284,2126,428,282,0.6963,0.6963
2000,"CHARLOTTE, NC","LOS ANGELES, CA",284,2126,358,322,0.6323,0.6323
1997,"CHARLOTTE, NC","MEMPHIS, TN",285,512,197,173,0.8274,0.8274
1998,"CHARLOTTE, NC","MEMPHIS, TN",285,512,174,201,0.889,0.889
1999,"CHARLOTTE, NC","MEMPHIS, TN",285,512,175,245,0.8692,0.8692
2000,"CHARLOTTE, NC","MEMPHIS, TN",285,512,178,251,0.6396,0.6396
1997,"CHARLOTTE, NC","MIAMI, FL",286,650,216,176,0.8518,0.8518
1998,"CHARLOTTE, NC","MIAMI, FL",286,650,235,171,0.8511,0.8511
1999,"CHARLOTTE, NC","MIAMI, FL",286,650,245,183,0.8494999,0.8494999
2000,"CHARLOTTE, NC","MIAMI, FL",286,650,255,186,0.8668,0.8668
1997,"CHARLOTTE, NC","MINNEAPOLIS, MN",287,931,197,276,0.4848,0.4848
1998,"CHARLOTTE, NC","MINNEAPOLIS, MN",287,931,229,263,0.495,0.495
1999,"CHARLOTTE, NC","MINNEAPOLIS, MN",287,931,224,278,0.4731,0.4731
2000,"CHARLOTTE, NC","MINNEAPOLIS, MN",287,931,234,261,0.5146,0.5146
1997,"CHARLOTTE, NC","NASHVILLE, TN",288,329,247,221,0.9485,0.9485
1998,"CHARLOTTE, NC","NASHVILLE, TN",288,329,225,236,0.919,0.919
1999,"CHARLOTTE, NC","NASHVILLE, TN",288,329,226,227,0.9148,0.9148
2000,"CHARLOTTE, NC","NASHVILLE, TN",288,329,195,255,0.9349,0.9349
1997,"CHARLOTTE, NC","NEW ORLEANS, LA",289,652,191,164,0.7701,0.7701
1998,"CHARLOTTE, NC","NEW ORLEANS, LA",289,652,186,180,0.7895,0.7895
1999,"CHARLOTTE, NC","NEW ORLEANS, LA",289,652,156,204,0.7776999,0.7776999
2000,"CHARLOTTE, NC","NEW ORLEANS, LA",289,652,173,206,0.7531,0.7531
1997,"CHARLOTTE, NC","NEW YORK, NY",290,538,1206,241,0.7939,0.7939
1998,"CHARLOTTE, NC","NEW YORK, NY",290,538,1292,241,0.7991,0.7991
1999,"CHARLOTTE, NC","NEW YORK, NY",290,538,1410,230,0.7830999,0.7830999
2000,"CHARLOTTE, NC","NEW YORK, NY",290,538,1304,268,0.7799,0.7799
1997,"CHARLOTTE, NC","ORLANDO, FL",291,468,360,164,0.8784,0.8784
1998,"CHARLOTTE, NC","ORLANDO, FL",291,468,367,167,0.8874,0.8874
1999,"CHARLOTTE, NC","ORLANDO, FL",291,468,351,188,0.8661,0.8661
2000,"CHARLOTTE, NC","ORLANDO, FL",291,468,399,188,0.9048001,0.9048001
1997,"CHARLOTTE, NC","PHILADELPHIA, PA",292,447,453,239,0.9554,0.9554
1998,"CHARLOTTE, NC","PHILADELPHIA, PA",292,447,526,251,0.9612,0.9612
1999,"CHARLOTTE, NC","PHILADELPHIA, PA",292,447,507,249,0.9487,0.9487
2000,"CHARLOTTE, NC","PHILADELPHIA, PA",292,447,498,279,0.95,0.95
1997,"CHARLOTTE, NC","PITTSBURGH, PA",293,366,219,214,0.9558,0.9558
1998,"CHARLOTTE, NC","PITTSBURGH, PA",293,366,221,223,0.9473,0.9473
1999,"CHARLOTTE, NC","PITTSBURGH, PA",293,366,219,229,0.9469,0.9469
2000,"CHARLOTTE, NC","PITTSBURGH, PA",293,366,216,240,0.937,0.937
1997,"CHARLOTTE, NC","RICHMOND, VA",294,256,178,251,0.9835,0.9835
1998,"CHARLOTTE, NC","RICHMOND, VA",294,256,161,249,0.9858,0.9858
1999,"CHARLOTTE, NC","RICHMOND, VA",294,256,152,254,0.9821,0.9821
2000,"CHARLOTTE, NC","RICHMOND, VA",294,256,147,289,0.9881,0.9881
1997,"CHARLOTTE, NC","SAN FRANCISCO, CA",295,2297,236,331,0.7526,0.7526
1998,"CHARLOTTE, NC","SAN FRANCISCO, CA",295,2297,305,372,0.6709,0.6709
1999,"CHARLOTTE, NC","SAN FRANCISCO, CA",295,2297,385,295,0.7033,0.7033
2000,"CHARLOTTE, NC","SAN FRANCISCO, CA",295,2297,320,376,0.6942,0.6942
1997,"CHARLOTTE, NC","ST. LOUIS, MO",296,576,213,228,0.4844,0.4844
1998,"CHARLOTTE, NC","ST. LOUIS, MO",296,576,218,222,0.4933,0.4933
1999,"CHARLOTTE, NC","ST. LOUIS, MO",296,576,202,238,0.4688,0.4688
2000,"CHARLOTTE, NC","ST. LOUIS, MO",296,576,213,243,0.4934,0.4934
1997,"CHARLOTTE, NC","TAMPA, FL",297,508,337,185,0.8308,0.8308
1998,"CHARLOTTE, NC","TAMPA, FL",297,508,348,186,0.8547,0.8547
1999,"CHARLOTTE, NC","TAMPA, FL",297,508,346,199,0.8715,0.8715
2000,"CHARLOTTE, NC","TAMPA, FL",297,508,341,202,0.8859,0.8859
1997,"CHARLOTTE, NC","WASHINGTON, DC",298,328,423,214,0.9573,0.9573
1998,"CHARLOTTE, NC","WASHINGTON, DC",298,328,482,210,0.9573,0.9573
1999,"CHARLOTTE, NC","WASHINGTON, DC",298,328,521,212,0.952,0.952
2000,"CHARLOTTE, NC","WASHINGTON, DC",298,328,453,252,0.9651999,0.9651999
1997,"CHICAGO, IL","CINCINNATI, OH",299,264,618,259,0.5935,0.5935
1998,"CHICAGO, IL","CINCINNATI, OH",299,264,648,252,0.5813,0.5813
1999,"CHICAGO, IL","CINCINNATI, OH",299,264,1153,124,0.4825,0.4825
2000,"CHICAGO, IL","CINCINNATI, OH",299,264,690,236,0.5877,0.5877
1997,"CHICAGO, IL","CLEVELAND, OH",300,310,2651,79,0.3315,0.3315
1998,"CHICAGO, IL","CLEVELAND, OH",300,310,2559,81,0.3307,0.3307
1999,"CHICAGO, IL","CLEVELAND, OH",300,310,2665,82,0.3351,0.3351
2000,"CHICAGO, IL","CLEVELAND, OH",300,310,2312,103,0.4268,0.4268
1997,"CHICAGO, IL","CO SPRINGS, CO",301,912,240,166,0.7193,0.7193
1998,"CHICAGO, IL","CO SPRINGS, CO",301,912,184,196,0.858,0.858
1999,"CHICAGO, IL","CO SPRINGS, CO",301,912,170,220,0.8355,0.8355
2000,"CHICAGO, IL","CO SPRINGS, CO",301,912,177,210,0.8137,0.8137
1997,"CHICAGO, IL","COLUMBIA, SC",302,667,130,169,0.5553,0.5553
1998,"CHICAGO, IL","COLUMBIA, SC",302,667,128,209,0.5707,0.5707
1999,"CHICAGO, IL","COLUMBIA, SC",302,667,142,197,0.4752,0.4752
2000,"CHICAGO, IL","COLUMBIA, SC",302,667,84,199,0.614,0.614
1997,"CHICAGO, IL","COLUMBUS, OH",303,284,1732,77,0.3413,0.3413
1998,"CHICAGO, IL","COLUMBUS, OH",303,284,1861,80,0.3523,0.3523
1999,"CHICAGO, IL","COLUMBUS, OH",303,284,1567,92,0.4975,0.4975
2000,"CHICAGO, IL","COLUMBUS, OH",303,284,1160,100,0.59,0.59
1997,"CHICAGO, IL","DALLAS, TX",304,800,2558,256,0.6769,0.6769
1998,"CHICAGO, IL","DALLAS, TX",304,800,2950,218,0.5933,0.5933
1999,"CHICAGO, IL","DALLAS, TX",304,800,2929,224,0.5615,0.5615
2000,"CHICAGO, IL","DALLAS, TX",304,800,2829,248,0.5128,0.5128
1997,"CHICAGO, IL","DAYTON, OH",305,240,273,179,0.6711,0.6711
1998,"CHICAGO, IL","DAYTON, OH",305,240,287,183,0.5763,0.5763
1999,"CHICAGO, IL","DAYTON, OH",305,240,206,213,0.6017,0.6017
2000,"CHICAGO, IL","DAYTON, OH",305,240,268,176,0.489,0.489
1997,"CHICAGO, IL","DENVER, CO",306,888,2476,143,0.6438,0.6438
1998,"CHICAGO, IL","DENVER, CO",306,888,2377,174,0.5645,0.5645
1999,"CHICAGO, IL","DENVER, CO",306,888,2378,187,0.5588,0.5588
2000,"CHICAGO, IL","DENVER, CO",306,888,2691,178,0.5158,0.5158
1997,"CHICAGO, IL","DES MOINES, IA",307,299,288,235,0.7324,0.7324
1998,"CHICAGO, IL","DES MOINES, IA",307,299,311,184,0.7196,0.7196
1999,"CHICAGO, IL","DES MOINES, IA",307,299,302,183,0.6463,0.6463
2000,"CHICAGO, IL","DES MOINES, IA",307,299,253,201,0.5629,0.5629
1997,"CHICAGO, IL","DETROIT, MI",308,233,3657,77,0.4257,0.4257
1998,"CHICAGO, IL","DETROIT, MI",308,233,3636,79,0.3909,0.3909
1999,"CHICAGO, IL","DETROIT, MI",308,233,3768,77,0.4088,0.4088
2000,"CHICAGO, IL","DETROIT, MI",308,233,3310,89,0.436,0.436
1997,"CHICAGO, IL","EL PASO, TX",309,1236,227,222,0.681,0.681
1998,"CHICAGO, IL","EL PASO, TX",309,1236,236,223,0.8068,0.8068
1999,"CHICAGO, IL","EL PASO, TX",309,1236,263,201,0.6821,0.6821
2000,"CHICAGO, IL","EL PASO, TX",309,1236,247,211,0.7451,0.7451
1997,"CHICAGO, IL","FT. LAUDERDALE, FL",310,1174,1264,172,0.3203,0.3203
1998,"CHICAGO, IL","FT. LAUDERDALE, FL",310,1174,1543,159,0.2972,0.2972
1999,"CHICAGO, IL","FT. LAUDERDALE, FL",310,1174,1683,161,0.2854,0.2854
2000,"CHICAGO, IL","FT. LAUDERDALE, FL",310,1174,2175,156,0.2781,0.2781
1997,"CHICAGO, IL","FT. MYERS, FL",311,1120,818,165,0.3957,0.3957
1998,"CHICAGO, IL","FT. MYERS, FL",311,1120,931,155,0.4516,0.4516
1999,"CHICAGO, IL","FT. MYERS, FL",311,1120,956,160,0.4383,0.4383
2000,"CHICAGO, IL","FT. MYERS, FL",311,1120,1150,156,0.2814,0.2814
1997,"CHICAGO, IL","GREENSBORO, NC",312,590,233,268,0.7396,0.7396
1998,"CHICAGO, IL","GREENSBORO, NC",312,590,319,214,0.7362,0.7362
1999,"CHICAGO, IL","GREENSBORO, NC",312,590,278,189,0.6988,0.6988
2000,"CHICAGO, IL","GREENSBORO, NC",312,590,258,234,0.5936,0.5936
1997,"CHICAGO, IL","HARRISBURG, PA",313,595,227,238,0.574,0.574
1998,"CHICAGO, IL","HARRISBURG, PA",313,595,239,200,0.5746,0.5746
1999,"CHICAGO, IL","HARRISBURG, PA",313,595,206,229,0.5604,0.5604
2000,"CHICAGO, IL","HARRISBURG, PA",313,595,165,284,0.5786,0.5786
1997,"CHICAGO, IL","HARTFORD, CT",314,783,691,266,0.4575,0.4575
1998,"CHICAGO, IL","HARTFORD, CT",314,783,607,273,0.4569,0.4569
1999,"CHICAGO, IL","HARTFORD, CT",314,783,1030,147,0.4233,0.4233
2000,"CHICAGO, IL","HARTFORD, CT",314,783,1106,166,0.4138,0.4138
1997,"CHICAGO, IL","HOUSTON, TX",315,925,1683,177,0.3426,0.3426
1998,"CHICAGO, IL","HOUSTON, TX",315,925,1690,185,0.3442,0.3442
1999,"CHICAGO, IL","HOUSTON, TX",315,925,1835,173,0.3401,0.3401
2000,"CHICAGO, IL","HOUSTON, TX",315,925,1917,186,0.3667,0.3667
1997,"CHICAGO, IL","INDIANAPOLIS, IN",316,162,989,82,0.4245,0.4245
1998,"CHICAGO, IL","INDIANAPOLIS, IN",316,162,977,89,0.4428,0.4428
1999,"CHICAGO, IL","INDIANAPOLIS, IN",316,162,948,83,0.4253,0.4253
2000,"CHICAGO, IL","INDIANAPOLIS, IN",316,162,808,104,0.4396,0.4396
1997,"CHICAGO, IL","JACKSON, MS",317,666,219,116,0.6733,0.6733
1998,"CHICAGO, IL","JACKSON, MS",317,666,238,123,0.6648,0.6648
1999,"CHICAGO, IL","JACKSON, MS",317,666,258,119,0.6806,0.6806
2000,"CHICAGO, IL","JACKSON, MS",317,666,234,129,0.6941,0.6941
1997,"CHICAGO, IL","JACKSONVILLE, FL",318,865,466,146,0.4429,0.4429
1998,"CHICAGO, IL","JACKSONVILLE, FL",318,865,468,160,0.5122,0.5122
1999,"CHICAGO, IL","JACKSONVILLE, FL",318,865,578,148,0.3487,0.3487
2000,"CHICAGO, IL","JACKSONVILLE, FL",318,865,551,162,0.3674,0.3674
1997,"CHICAGO, IL","KANSAS CITY, MO",319,405,2423,73,0.4802,0.4802
1998,"CHICAGO, IL","KANSAS CITY, MO",319,405,2606,69,0.4837,0.4837
1999,"CHICAGO, IL","KANSAS CITY, MO",319,405,2498,80,0.4823,0.4823
2000,"CHICAGO, IL","KANSAS CITY, MO",319,405,2281,86,0.5143,0.5143
1997,"CHICAGO, IL","KNOXVILLE, TN",320,475,186,206,0.8138,0.8138
1998,"CHICAGO, IL","KNOXVILLE, TN",320,475,201,180,0.7928,0.7928
1999,"CHICAGO, IL","KNOXVILLE, TN",320,475,223,172,0.763,0.763
2000,"CHICAGO, IL","KNOXVILLE, TN",320,475,196,179,0.7903,0.7903
1997,"CHICAGO, IL","LAS VEGAS, NV",321,1515,2135,155,0.2943,0.2943
1998,"CHICAGO, IL","LAS VEGAS, NV",321,1515,2260,163,0.3322,0.3322
1999,"CHICAGO, IL","LAS VEGAS, NV",321,1515,2986,149,0.3313,0.3313
2000,"CHICAGO, IL","LAS VEGAS, NV",321,1515,3146,151,0.2683,0.2683
1997,"CHICAGO, IL","LEXINGTON/FRANKFORT, KY",322,323,153,134,0.7748001,0.7748001
1998,"CHICAGO, IL","LEXINGTON/FRANKFORT, KY",322,323,150,129,0.8425,0.8425
1999,"CHICAGO, IL","LEXINGTON/FRANKFORT, KY",322,323,136,161,0.8276,0.8276
2000,"CHICAGO, IL","LEXINGTON/FRANKFORT, KY",322,323,96,217,0.7932,0.7932
1997,"CHICAGO, IL","LINCOLN, NE",323,467,117,114,0.9263,0.9263
1998,"CHICAGO, IL","LINCOLN, NE",323,467,108,122,0.8758,0.8758
1999,"CHICAGO, IL","LINCOLN, NE",323,467,117,129,0.9133999,0.9133999
2000,"CHICAGO, IL","LINCOLN, NE",323,467,62,173,0.8885,0.8885
1997,"CHICAGO, IL","LITTLE ROCK, AR",324,544,351,113,0.5292,0.5292
1998,"CHICAGO, IL","LITTLE ROCK, AR",324,544,316,131,0.5317,0.5317
1999,"CHICAGO, IL","LITTLE ROCK, AR",324,544,320,127,0.527,0.527
2000,"CHICAGO, IL","LITTLE ROCK, AR",324,544,339,142,0.4618,0.4618
1997,"CHICAGO, IL","LOS ANGELES, CA",325,1745,3326,244,0.3819,0.3819
1998,"CHICAGO, IL","LOS ANGELES, CA",325,1745,3357,253,0.383,0.383
1999,"CHICAGO, IL","LOS ANGELES, CA",325,1745,3766,230,0.3879,0.3879
2000,"CHICAGO, IL","LOS ANGELES, CA",325,1745,3965,222,0.4177,0.4177
1997,"CHICAGO, IL","LOUISVILLE, KY",326,271,904,72,0.708,0.708
1998,"CHICAGO, IL","LOUISVILLE, KY",326,271,918,79,0.7669,0.7669
1999,"CHICAGO, IL","LOUISVILLE, KY",326,271,937,70,0.7244999,0.7244999
2000,"CHICAGO, IL","LOUISVILLE, KY",326,271,930,76,0.7492,0.7492
1997,"CHICAGO, IL","MANCHESTER, NH",327,843,158,256,0.8753,0.8753
1998,"CHICAGO, IL","MANCHESTER, NH",327,843,504,133,0.5073,0.5073
1999,"CHICAGO, IL","MANCHESTER, NH",327,843,621,150,0.4743,0.4743
2000,"CHICAGO, IL","MANCHESTER, NH",327,843,586,156,0.4711,0.4711
1997,"CHICAGO, IL","MEMPHIS, TN",328,491,423,219,0.5271,0.5271
1998,"CHICAGO, IL","MEMPHIS, TN",328,491,451,206,0.5269,0.5269
1999,"CHICAGO, IL","MEMPHIS, TN",328,491,453,201,0.4512,0.4512
2000,"CHICAGO, IL","MEMPHIS, TN",328,491,420,209,0.3892,0.3892
1997,"CHICAGO, IL","MIAMI, FL",329,1197,1467,171,0.5,0.5
1998,"CHICAGO, IL","MIAMI, FL",329,1197,1337,194,0.5049,0.5049
1999,"CHICAGO, IL","MIAMI, FL",329,1197,1263,206,0.463,0.463
2000,"CHICAGO, IL","MIAMI, FL",329,1197,1069,221,0.4748,0.4748
1997,"CHICAGO, IL","MINNEAPOLIS, MN",330,345,3195,167,0.5609,0.5609
1998,"CHICAGO, IL","MINNEAPOLIS, MN",330,345,2998,175,0.5415,0.5415
1999,"CHICAGO, IL","MINNEAPOLIS, MN",330,345,3072,178,0.5637,0.5637
2000,"CHICAGO, IL","MINNEAPOLIS, MN",330,345,3447,148,0.4861,0.4861
1997,"CHICAGO, IL","MYRTLE BEACH, SC",331,754,148,126,0.5859,0.5859
1998,"CHICAGO, IL","MYRTLE BEACH, SC",331,754,157,120,0.4126,0.4126
1999,"CHICAGO, IL","MYRTLE BEACH, SC",331,754,142,122,0.5057,0.5057
2000,"CHICAGO, IL","MYRTLE BEACH, SC",331,754,210,95,0.5142,0.5142
1997,"CHICAGO, IL","NASHVILLE, TN",332,395,1208,89,0.5095,0.5095
1998,"CHICAGO, IL","NASHVILLE, TN",332,395,1186,92,0.5057,0.5057
1999,"CHICAGO, IL","NASHVILLE, TN",332,395,1259,87,0.535,0.535
2000,"CHICAGO, IL","NASHVILLE, TN",332,395,1148,100,0.5784,0.5784
1997,"CHICAGO, IL","NEW ORLEANS, LA",333,837,830,151,0.3667,0.3667
1998,"CHICAGO, IL","NEW ORLEANS, LA",333,837,856,148,0.3813,0.3813
1999,"CHICAGO, IL","NEW ORLEANS, LA",333,837,893,162,0.3601,0.3601
2000,"CHICAGO, IL","NEW ORLEANS, LA",333,837,909,159,0.3353,0.3353
1997,"CHICAGO, IL","NEW YORK, NY",334,727,7228,229,0.3826,0.3826
1998,"CHICAGO, IL","NEW YORK, NY",334,727,7349,217,0.351,0.351
1999,"CHICAGO, IL","NEW YORK, NY",334,727,7336,212,0.3595,0.3595
2000,"CHICAGO, IL","NEW YORK, NY",334,727,7304,245,0.3543,0.3543
1997,"CHICAGO, IL","NORFOLK, VA",335,717,234,230,0.6819,0.6819
1998,"CHICAGO, IL","NORFOLK, VA",335,717,243,209,0.7208999,0.7208999
1999,"CHICAGO, IL","NORFOLK, VA",335,717,247,210,0.6762,0.6762
2000,"CHICAGO, IL","NORFOLK, VA",335,717,246,219,0.6118,0.6118
1997,"CHICAGO, IL","OAKLAND, CA",336,1836,354,294,0.6346,0.6346
1998,"CHICAGO, IL","OAKLAND, CA",336,1836,263,364,0.7318,0.7318
1999,"CHICAGO, IL","OAKLAND, CA",336,1836,364,321,0.6654,0.6654
2000,"CHICAGO, IL","OAKLAND, CA",336,1836,395,345,0.7059,0.7059
1997,"CHICAGO, IL","OKLAHOMA CITY, OK",337,693,309,157,0.5352,0.5352
1998,"CHICAGO, IL","OKLAHOMA CITY, OK",337,693,319,157,0.5932,0.5932
1999,"CHICAGO, IL","OKLAHOMA CITY, OK",337,693,321,156,0.4766,0.4766
2000,"CHICAGO, IL","OKLAHOMA CITY, OK",337,693,299,169,0.4653,0.4653
1997,"CHICAGO, IL","OMAHA, NE",338,423,903,81,0.516,0.516
1998,"CHICAGO, IL","OMAHA, NE",338,423,937,89,0.5764,0.5764
1999,"CHICAGO, IL","OMAHA, NE",338,423,951,83,0.5741,0.5741
2000,"CHICAGO, IL","OMAHA, NE",338,423,916,92,0.6152,0.6152
1997,"CHICAGO, IL","ONTARIO, CA",339,1701,335,244,0.5145,0.5145
1998,"CHICAGO, IL","ONTARIO, CA",339,1701,333,235,0.5271,0.5271
1999,"CHICAGO, IL","ONTARIO, CA",339,1701,325,216,0.4502,0.4502
2000,"CHICAGO, IL","ONTARIO, CA",339,1701,340,216,0.4978,0.4978
1997,"CHICAGO, IL","ORLANDO, FL",340,1005,2616,148,0.3439,0.3439
1998,"CHICAGO, IL","ORLANDO, FL",340,1005,2763,143,0.3318,0.3318
1999,"CHICAGO, IL","ORLANDO, FL",340,1005,2843,148,0.3137,0.3137
2000,"CHICAGO, IL","ORLANDO, FL",340,1005,3005,149,0.281,0.281
1997,"CHICAGO, IL","PHILADELPHIA, PA",341,678,1834,245,0.4405,0.4405
1998,"CHICAGO, IL","PHILADELPHIA, PA",341,678,1853,242,0.451,0.451
1999,"CHICAGO, IL","PHILADELPHIA, PA",341,678,2147,213,0.3557,0.3557
2000,"CHICAGO, IL","PHILADELPHIA, PA",341,678,2283,214,0.3554,0.3554
1997,"CHICAGO, IL","PHOENIX, AZ",342,1440,2619,174,0.283,0.283
1998,"CHICAGO, IL","PHOENIX, AZ",342,1440,2656,174,0.2992,0.2992
1999,"CHICAGO, IL","PHOENIX, AZ",342,1440,3068,162,0.312,0.312
2000,"CHICAGO, IL","PHOENIX, AZ",342,1440,2960,164,0.2777,0.2777
1997,"CHICAGO, IL","PITTSBURGH, PA",343,412,737,223,0.5728,0.5728
1998,"CHICAGO, IL","PITTSBURGH, PA",343,412,980,171,0.406,0.406
1999,"CHICAGO, IL","PITTSBURGH, PA",343,412,1113,155,0.4148,0.4148
2000,"CHICAGO, IL","PITTSBURGH, PA",343,412,935,185,0.4264,0.4264
1997,"CHICAGO, IL","PORTLAND, ME",344,901,119,272,0.8,0.8
1998,"CHICAGO, IL","PORTLAND, ME",344,901,132,238,0.863,0.863
1999,"CHICAGO, IL","PORTLAND, ME",344,901,113,265,0.7837,0.7837
2000,"CHICAGO, IL","PORTLAND, ME",344,901,105,278,0.7541,0.7541
1997,"CHICAGO, IL","PORTLAND, OR",345,1740,525,281,0.5043,0.5043
1998,"CHICAGO, IL","PORTLAND, OR",345,1740,598,267,0.5495,0.5495
1999,"CHICAGO, IL","PORTLAND, OR",345,1740,653,265,0.5485,0.5485
2000,"CHICAGO, IL","PORTLAND, OR",345,1740,643,280,0.5739,0.5739
1997,"CHICAGO, IL","PROVIDENCE, RI",346,849,717,134,0.4233,0.4233
1998,"CHICAGO, IL","PROVIDENCE, RI",346,849,861,134,0.3442,0.3442
1999,"CHICAGO, IL","PROVIDENCE, RI",346,849,1051,135,0.3504,0.3504
2000,"CHICAGO, IL","PROVIDENCE, RI",346,849,874,154,0.3408,0.3408
1997,"CHICAGO, IL","RALEIGH/DURHAM, NC",347,647,791,191,0.5342,0.5342
1998,"CHICAGO, IL","RALEIGH/DURHAM, NC",347,647,728,200,0.5453,0.5453
1999,"CHICAGO, IL","RALEIGH/DURHAM, NC",347,647,1163,102,0.4478,0.4478
2000,"CHICAGO, IL","RALEIGH/DURHAM, NC",347,647,1156,133,0.4278,0.4278
1997,"CHICAGO, IL","RENO, NV",348,1672,309,149,0.7379,0.7379
1998,"CHICAGO, IL","RENO, NV",348,1672,368,165,0.7176999,0.7176999
1999,"CHICAGO, IL","RENO, NV",348,1672,304,180,0.6266,0.6266
2000,"CHICAGO, IL","RENO, NV",348,1672,275,179,0.6646,0.6646
1997,"CHICAGO, IL","RICHMOND, VA",349,642,263,290,0.7579,0.7579
1998,"CHICAGO, IL","RICHMOND, VA",349,642,314,251,0.7788,0.7788
1999,"CHICAGO, IL","RICHMOND, VA",349,642,291,281,0.8155,0.8155
2000,"CHICAGO, IL","RICHMOND, VA",349,642,268,286,0.7108,0.7108
1997,"CHICAGO, IL","ROCHESTER, NY",350,528,291,261,0.4715,0.4715
1998,"CHICAGO, IL","ROCHESTER, NY",350,528,285,245,0.5219,0.5219
1999,"CHICAGO, IL","ROCHESTER, NY",350,528,231,228,0.5287,0.5287
2000,"CHICAGO, IL","ROCHESTER, NY",350,528,307,178,0.5484,0.5484
1997,"CHICAGO, IL","SACRAMENTO, CA",351,1782,258,326,0.5911,0.5911
1998,"CHICAGO, IL","SACRAMENTO, CA",351,1782,265,314,0.672,0.672
1999,"CHICAGO, IL","SACRAMENTO, CA",351,1782,357,257,0.612,0.612
2000,"CHICAGO, IL","SACRAMENTO, CA",351,1782,380,277,0.6122,0.6122
1997,"CHICAGO, IL","SALT LAKE CITY, UT",352,1250,565,211,0.4533,0.4533
1998,"CHICAGO, IL","SALT LAKE CITY, UT",352,1250,575,209,0.3786,0.3786
1999,"CHICAGO, IL","SALT LAKE CITY, UT",352,1250,546,200,0.3447,0.3447
2000,"CHICAGO, IL","SALT LAKE CITY, UT",352,1250,581,231,0.3515,0.3515
1997,"CHICAGO, IL","SAN ANTONIO, TX",353,1041,564,187,0.4795,0.4795
1998,"CHICAGO, IL","SAN ANTONIO, TX",353,1041,532,193,0.4977,0.4977
1999,"CHICAGO, IL","SAN ANTONIO, TX",353,1041,575,195,0.4974,0.4974
2000,"CHICAGO, IL","SAN ANTONIO, TX",353,1041,588,225,0.4641,0.4641
1997,"CHICAGO, IL","SAN DIEGO, CA",354,1724,948,258,0.3224,0.3224
1998,"CHICAGO, IL","SAN DIEGO, CA",354,1724,922,257,0.3721,0.3721
1999,"CHICAGO, IL","SAN DIEGO, CA",354,1724,1154,221,0.3929,0.3929
2000,"CHICAGO, IL","SAN DIEGO, CA",354,1724,1157,239,0.4549,0.4549
1997,"CHICAGO, IL","SAN FRANCISCO, CA",355,1846,2252,324,0.5172,0.5172
1998,"CHICAGO, IL","SAN FRANCISCO, CA",355,1846,2337,303,0.5486,0.5486
1999,"CHICAGO, IL","SAN FRANCISCO, CA",355,1846,2601,302,0.5345,0.5345
2000,"CHICAGO, IL","SAN FRANCISCO, CA",355,1846,2679,324,0.5309,0.5309
1997,"CHICAGO, IL","SAN JOSE, CA",356,1830,493,324,0.3882,0.3882
1998,"CHICAGO, IL","SAN JOSE, CA",356,1830,603,277,0.4162,0.4162
1999,"CHICAGO, IL","SAN JOSE, CA",356,1830,625,331,0.4113,0.4113
2000,"CHICAGO, IL","SAN JOSE, CA",356,1830,772,351,0.4445,0.4445
1997,"CHICAGO, IL","SANTA ANA, CA",357,1727,706,321,0.4246,0.4246
1998,"CHICAGO, IL","SANTA ANA, CA",357,1727,659,337,0.4685,0.4685
1999,"CHICAGO, IL","SANTA ANA, CA",357,1727,636,311,0.5074,0.5074
2000,"CHICAGO, IL","SANTA ANA, CA",357,1727,913,245,0.5222,0.5222
1997,"CHICAGO, IL","SARASOTA, FL",358,1036,269,148,0.741,0.741
1998,"CHICAGO, IL","SARASOTA, FL",358,1036,244,147,0.634,0.634
